waybillno,productcode
SF6507089072996,null
SF6507089121188,null
SF6507089123839,null
SF6507089061980,null
SF6507089071610,null
SF6507089097083,null
SF6507089596113,null
SF9600553064151,SE0001
SF6507090738370,null
SF6507089386545,null
SF6507089127494,null
SF6507089112708,null
SF6507089550975,null
SF6507088982646,null
SF6507089114992,null
SF6507090310130,null
SF6507089300373,null
SF6507089462685,null
SF6507090515382,null
SF6507089086244,null
SF6507089067183,null
SF6507089569862,null
SF6507090310273,null
SF6507089122959,null
SF6507089367581,null
SF6507090599466,null
SF6507088652515,null
SF6507090036573,null
SF6507089060349,null
SF6507089075645,null
SF6507089070166,null
SF6507088965275,null
SF6507090700807,null
SF6507089132014,null
SF6507089063882,null
SF6507089082494,null
SF6507089078887,null
SF6507089069543,null
SF6507089109804,null
SF6507089607587,null
SF6507089061510,null
SF6507089118248,null
SF6507090000136,null
SF6507090034971,null
SF6507089073497,null
SF6507089199726,null
SF6507089073558,null
SF6507089062666,null
SF6507089072950,null
SF6507089077422,null
SF6507090120035,null
SF6507090385050,null
SF6507089788765,null
SF6507090174972,null
SF6507088607021,null
SF6507089607587,
SF6507089148096,null
SF6507088987579,null
SF6507090450281,null
SF6507089125653,null
SF6507089509064,null
SF6507090016260,null
SF6507090068163,null
SF6507088984627,null
SF6507089078753,null
SF6507089219764,null
SF6507090812397,null
SF6507090608319,null
SF6507090689289,null
SF6507089961811,null
SF6507089122686,null
SF6507089387470,null
SF6507089372324,null
SF6507089873770,null
SF6507089167254,null
SF6507088988228,null
SF6507089064947,null
SF6507090120927,null
SF6507089805949,null
SF6507090445228,null
SF6507089833310,null
SF6507089983039,null
SF6507090670992,null
SF6507089502405,null
SF6507089488880,null
SF6507089772351,null
SF6507089094608,null
SF6507089140991,null
SF6507089087876,null
SF6507089179201,null
SF6507088986626,null
SF6507089881631,null
SF6507089064586,null
SF6507089112444,null
SF6507089730712,null
SF6507089082519,null
SF6507089108660,null
SF6507089062587,null
SF6507089121045,null
SF6507090808188,null
SF6507090686081,null
SF6507088608583,null
SF6507089219852,null
SF6507089110367,null
SF6507090063037,null
SF6507090281608,null
SF6507090179666,null
SF6507089115606,null
SF6507088982221,null
SF6507089929148,null
SF6507089126205,null
SF6507089119737,null
SF6507089725740,null
SF6507089833310,
SF6507090589076,null
SF6507090230470,null
SF6507090093935,null
SF6507089126896,null
SF6507090032972,null
SF6507089302062,null
SF6507089835919,null
SF6507089107896,null
SF6507089464348,null
SF6507090098788,null
SF6507089068839,null
SF6507090737921,null
SF6507089062320,null
SF6507089110163,null
SF6507089842811,null
SF6507089231762,null
SF6507089084906,null
SF6507089075169,null
SF6507089031189,null
SF6507089202502,null
SF6507089075502,null
SF6507089061740,null
SF6507089150302,null
SF6507089847444,null
SF6507088986201,null
SF6507089116081,null
SF6507089165591,null
SF6507090759194,null
SF6507088981793,null
SF6507089118327,null
SF6507089669110,null
SF6507089107180,null
SF6507089070518,null
SF6507089190683,null
SF6507089683694,null
SF6507089941280,null
SF6507090596462,null
SF6507090617414,null
SF6507090102385,null
SF6507089738163,null
SF6507089318150,null
SF6507089889894,null
SF6507090820487,null
SF6507089161875,null
SF6507090269293,null
SF6507090305785,null
SF6507090267521,null
SF6507089098087,null
SF6507090523127,null
SF6507089069419,null
SF6507089923390,null
SF6507090039055,null
SF6507089115281,null
SF6507089116788,null
SF6507089114770,null
SF6507090069007,null
SF6507089333338,null
SF6507089028054,null
SF6507089117923,null
SF6507089125583,null
SF6507089858353,null
SF6507089964966,null
SF6507089958626,null
SF6507089126462,null
SF6507090084115,null
SF6507089085152,null
SF6507090310721,null
SF6507089064868,null
SF6507089684819,null
SF6507089550550,null
SF6507090270073,null
SF6507090440395,null
SF6507089743225,null
SF6507089478084,null
SF6507090005679,null
SF6507089064152,null
SF6507090012022,null
SF6507089661681,null
SF6507089077440,null
SF6507088983783,null
SF6507089275081,null
SF6507090440067,null
SF6507089061538,null
SF6507090144666,null
SF6507090028791,null
SF6507090176908,null
SF6507090409544,null
SF6507090156994,null
SF6508603272119,null
SF6507090011504,null
SF6507089272581,null
SF6507090122122,null
SF6507089137469,null
SF6507089070379,null
SF6507089220429,null
SF6507090087940,null
SF6507089453660,null
SF6507089084924,null
SF6507089077292,null
SF6507089800812,null
SF6507089096882,null
SF6507089111007,null
SF6507089865925,null
SF6507090588414,null
SF6507090296648,null
SF6507090441936,null
SF6507090630259,null
SF6507089219359,null
SF6507090102658,null
SF6507089453342,null
SF6507089693438,null
SF6507089852665,null
SF6507089088003,null
SF6507089113158,null
SF6507089110075,null
SF6507090437658,null
SF6507089070439,null
SF6507089363098,null
SF6507089109222,null
SF6507090042596,null
SF6507089122746,null
SF6507089952134,null
SF6507089772527,null
SF6507089107735,null
SF6507089158380,null
SF6507090485809,null
SF6507089099356,null
SF6507089079634,null
SF6507090127674,null
SF6507090443335,null
SF6507089557640,null
SF6507089072262,null
SF6507089211935,null
SF6507090061602,null
SF6507089107047,null
SF6507089109956,null
SF6507089349347,null
SF6507090678158,null
SF6507089118405,null
SF6507090094001,null
SF6507089069100,null
SF6507089859903,null
SF6507089113749,null
SF6507089775406,null
SF6507089062693,null
SF6507089280309,null
SF6507090035039,null
SF9600553063221,SE0001
SF6507089063828,null
SF6507089714125,null
SF6507090000551,null
SF6507089165643,null
SF6507089062726,null
SF6507089652798,null
SF6507089916285,null
SF6507090011586,null
SF6507089671462,null
SF6507089301378,null
SF6507089111847,null
SF6507090262616,null
SF6507090063143,null
SF6507089640503,null
SF6507089067808,null
SF6508603271900,null
SF6507089452859,null
SF6507090270170,null
SF6507090273950,null
SF6507089082785,null
SF6507089074146,null
SF6507090454049,null
SF6507089088782,null
SF6507089081745,null
SF6507090089888,null
SF6507089071073,null
SF6507089118071,null
SF6507089466586,null
SF6507089939731,null
SF6507089169899,null
SF6507090206107,null
SF6507090102048,null
SF6507089124815,null
SF6507088881218,null
SF6507089102584,null
SF6507089112296,null
SF6507089388332,null
SF6507090593035,null
SF6507090235085,null
SF6507089313616,null
SF6507089120387,null
SF6507089075266,null
SF6507089099152,null
SF9600553063741,SE0001
SF6507089123345,null
SF6507089065642,null
SF6507089466586,
SF6507090184222,null
SF6507089062144,null
SF6507088984275,null
SF6507089692876,null
SF6507089886290,null
SF6507089126878,null
SF6507089123496,null
SF6507089076524,null
SF6507089066691,null
SF6507089080016,null
SF6507090148072,null
SF6507090192243,null
SF6507089596353,null
SF6507089084702,null
SF6507089086101,null
SF6507089430882,null
SF6507089117350,null
SF6507090635030,null
SF6507089063158,null
SF6507089107993,null
SF6507089727219,null
SF6507090471688,null
SF6507090362042,null
SF6507089693599,null
SF6507089944186,null
SF6507089427891,
SF6507089140328,null
SF6507090471793,null
SF6507090518621,null
SF6507088982027,null
SF6507088983013,null
SF6507090534609,null
SF6507089306864,null
SF6507088606511,null
SF6507089108642,null
SF6507090083988,null
SF6507089109392,null
SF6507089568346,null
SF6507089117783,null
SF6507089084827,null
SF6507089384103,null
SF6507089187222,null
SF6507089221637,null
SF6507089122782,null
SF6507088984017,null
SF6507089123318,null
SF6507090488284,null
SF6507089427891,null
SF6507089110790,null
SF6507089084023,null
SF6507089936622,null
SF6507088554869,null
SF6507089089981,null
SF6507089086562,null
SF6507089879856,null
SF9600553064001,SE0001
SF6507089391245,null
SF6507090122962,null
SF6507089069959,null
SF6507089953988,null
SF6507089969474,null
SF6507089070545,null
SF6507089126065,null
SF6507089073115,null
SF6507088987394,null
SF6507088607695,null
SF6507089880309,null
SF6507090489773,null
SF6507089127006,null
SF6507089068478,null
SF6507089218954,null
SF6507089072323,null
SF6507088984405,null
SF6507089584528,null
SF6507089272624,null
SF6507089076736,null
SF6507089081084,null
SF6507089717040,null
SF6507090668852,null
SF6507090549456,null
SF6507088606654,null
SF6507089263583,null
SF6507090081219,null
SF6507090636274,null
SF6507089204486,null
SF6507089073576,null
SF6507088982830,null
SF6507090439823,null
SF6507089443904,null
SF6507089115272,null
SF6507090102621,null
SF6507089117747,null
SF6507089110806,null
SF6507089068026,null
SF6507090135543,null
SF6507089120492,null
SF6507090097096,null
SF6507089077704,null
SF6507089196671,null
SF6507090093829,null
SF6507089095409,null
SF6507089120147,null
SF6507089076921,null
SF6507089123196,null
SF6507089115120,null
SF6507089098818,null
SF6507089548050,null
SF6507089010869,null
SF6507089018283,null
SF6507089302469,null
SF6507088493130,null
SF6508603271928,null
SF6507088987279,null
SF6507089075609,null
SF6507089772642,null
SF6507089931823,null
SF6507089744635,null
SF6507089090991,null
SF6507089110727,null
SF6507089207799,null
SF6507089322437,null
SF6507089105215,null
SF6507089075309,null
SF6507089910048,null
SF6507090165831,null
SF6507089787301,null
SF6507090083466,null
SF6507089069076,null
SF6507089117792,null
SF6507089683418,null
SF6507090063504,null
SF6507090081264,null
SF6507089637363,null
SF9600553063301,SE0001
SF6507090271739,null
SF6507089071407,null
SF6507089113130,null
SF6507089073991,null
SF6507090507951,null
SF6507089126241,null
SF6507089118893,null
SF6507088606557,null
SF6507090800100,null
SF6507090698831,null
SF6507089937132,null
SF6508603272852,null
SF6507089220271,null
SF6507090309862,null
SF6507089031091,null
SF6507089396477,null
SF6507089568249,null
SF6507090326942,null
SF6508603272534,null
SF6507089061344,null
SF6507089937627,null
SF6507089195340,null
SF6508603272395,null
SF6507088059155,null
SF6507089780802,null
SF6507090322326,null
SF6507089816081,null
SF6507089116567,null
SF6507090106665,null
SF6507089219570,null
SF6507089727291,null
SF6507089194539,null
SF6507089572078,null
SF6507089077856,null
SF6507089075690,null
SF6507089113255,null
SF6507089074331,null
SF6507089210506,null
SF6507089319289,null
SF6507090689728,null
SF6507089299675,null
SF6507089115766,null
SF6507089071498,null
SF6507088691131,null
SF6507089813652,null
SF6507089088922,null
SF9600553064141,SE0001
SF6507089095903,null
SF6507089084863,null
SF6507089598537,null
SF6507088908201,null
SF6507090211126,null
SF6507088557263,null
SF6507089689760,null
SF6507089621081,null
SF6507089210506,
SF6507089177336,null
SF6507090508406,null
SF6507089070748,null
SF6507089223741,null
SF6507089776677,null
SF6507089074482,null
SF6507089194539,
SF6507089866231,null
SF6507089111404,null
SF6507089024684,null
SF6507089086253,null
SF6507089426038,null
SF6507090090289,null
SF6507089269641,null
SF1147957378993,null
SF6507089199620,null
SF6507090476292,null
SF6507089077713,null
SF6507089856239,null
SF6507089115005,null
SF6507090233941,null
SF6507089075636,null
SF6507089108784,null
SF6507089395861,null
SF6507090274381,null
SF6507089565794,null
SF6507089179168,null
SF6507090155636,null
SF6507089067323,null
SF6507088981872,null
SF6507089083911,null
SF6507089091969,null
SF6507089630291,null
SF6507089338824,null
SF6507089106970,null
SF6507089111486,null
SF6507089229809,null
SF6507089219446,null
SF6507089113112,null
SF6507089122119,null
SF6507089120280,null
SF6507089064692,null
SF6507088987994,null
SF6507089161080,null
SF6507088668471,null
SF6507089024620,null
SF6507089080344,null
SF6507088606575,null
SF6507089073045,null
SF6507089072765,null
SF6507089345772,null
SF6507089186050,null
SF6507089969068,null
SF6507089926611,null
SF6507089086978,null
SF6507089171278,null
SF6507090000358,null
SF6507090172319,null
SF6507089078223,null
SF6507089371902,null
SF6507088608238,null
SF6507088854205,null
SF6507089124579,null
SF6507090155802,null
SF6507090295980,null
SF6507089098315,null
SF6507089116249,null
SF6507090305625,null
SF6507089064822,null
SF6507089959897,null
SF6507089089150,null
SF6507089063051,null
SF6507088606769,null
SF6507089859833,null
SF6507089080671,null
SF6507089117022,null
SF6507089094195,null
SF6507090213938,null
SF6507089126117,null
SF6507090111135,null
SF6507089113421,null
SF9600553063881,SE0001
SF6507089078639,null
SF6507089044846,null
SF6507089657816,null
SF6507090624167,null
SF6507089065554,null
SF6507089112762,null
SF6507090032936,null
SF6507089068099,null
SF6507090508151,null
SF6507090595926,null
SF6507089119030,null
SF6507089895012,null
SF6507089716036,null
SF6507088987560,null
SF6507089755253,null
SF6507089296935,null
SF6507089706352,null
SF6507089078296,null
SF6508603272473,null
SF6507089072350,null
SF6507090296799,null
SF6507089087655,null
SF6507088984354,null
SF6507090062157,null
SF6507090041653,null
SF6507089073760,null
SF6507089112514,null
SF6507088608177,null
SF6507090310088,null
SF6507089092681,null
SF6507089018292,null
SF6507089511274,null
SF6507089077801,null
SF6507090753691,null
SF6507089220147,null
SF6507088964234,null
SF6507089124321,null
SF6507089177866,null
SF6507089301978,null
SF6507089130661,null
SF6507089065184,null
SF6507089553342,null
SF6507089064577,null
SF6507090632858,null
SF6507089076418,null
SF6507089448209,null
SF6507089085374,null
SF6507089112038,null
SF6507089098236,null
SF6507090140261,null
SF6507090745051,null
SF6507089718548,null
SF6507090065406,null
SF6507089975821,null
SF6507088899225,null
SF6507090488211,null
SF6507089194432,null
SF6507089851828,null
SF6507088832177,null
SF6507089642099,null
SF6507089063167,null
SF6507089080608,null
SF6507090102588,null
SF6507089084041,null
SF6507089124533,null
SF6507089127237,null
SF6507090033904,null
SF6507088275832,null
SF6507090118163,null
SF6507089127582,null
SF6507089631384,null
SF6507089018344,null
SF6507090139375,null
SF6507089072508,null
SF6507089076172,null
SF6507089738251,null
SF6507089109601,null
SF6507089370273,null
SF6507089120738,null
SF6507089108281,null
SF6507089061186,null
SF6507089194432,
SF6507089108697,null
SF6507089194071,null
SF6507090442506,null
SF6507089305649,null
SF6507089636631,null
SF6507089108997,null
SF6507089463431,null
SF6507089343076,null
SF6507088986713,null
SF6507089974004,null
SF6507089134465,null
SF6507089140081,null
SF6507089988535,null
SF6507090212102,null
SF6507089359490,null
SF6507089086880,null
SF6507090171890,null
SF6507090767797,null
SF6507088607904,null
SF6507089067369,null
SF6508603271788,null
SF6507089795904,null
SF6507089161318,null
SF6507089295030,null
SF6507089095930,null
SF6507089117465,null
SF6507089502787,null
SF6507089077538,null
SF6507089070766,null
SF6507089075627,null
SF6507090309535,null
SF6507089894796,null
SF6507089126232,null
SF6507089089211,null
SF6507089069164,null
SF6507089126869,null
SF6507089507278,null
SF6507089802318,null
SF6507089123778,null
SF6507090093592,null
SF6507089126639,null
SF6507088607825,null
SF6507089464171,null
SF6507090310555,null
SF6507090505537,null
SF6507089823566,null
SF6507089117844,null
SF6507089097744,null
SF6507089293110,null
SF6507088983101,null
SF6507089085559,null
SF6507089483824,null
SF6507089870749,null
SF6507090398295,null
SF6507089111671,null
SF6507089709974,null
SF6507089883851,null
SF6507089110709,null
SF6507089819155,null
SF6507090296339,null
SF6507090296339,
SF6507089121812,null
SF6507089940655,null
SF6507089127500,null
SF6507089313291,null
SF6507089574077,null
SF6507089126038,null
SF6507090354252,null
SF6507089758926,null
SF6507089115148,null
SF6507089113060,null
SF6507089162251,null
SF6507089730689,null
SF6507089745833,null
SF6507088985386,null
SF6507088984787,null
SF6507089084069,null
SF6507090268191,null
SF6507090157592,null
SF6507089096343,null
SF6507089098227,null
SF6507089076251,null
SF6507089873037,null
SF6507089071725,null
SF6507090162015,null
SF6507089464435,null
SF6507089108484,null
